receive,00000265,2,AAPL,5866.0,143.0,2,,,38769,8,20231022-11:07:46.749,266.0,0,0,,,
send,00000343,1,MSFT,3764.0,334.0,1,NewOrderSingle,20231022-11:07:46.621,38842,,,,,,,,
receive,00000266,2,AAPL,6013.0,107.0,2,,,38770,8,20231022-11:07:46.749,267.0,0,0,,,
send,00000344,1,BAC,1680.0,12.0,1,NewOrderSingle,20231022-11:07:46.623,38843,,,,,,,,
receive,00000267,1,BAC,2705.0,32.0,2,,,38771,8,20231022-11:07:46.750,268.0,0,0,,,
send,00000345,1,AAPL,2503.0,244.0,1,NewOrderSingle,20231022-11:07:46.625,38844,,,,,,,,
receive,00000268,1,MSFT,3367.0,0.0,1,,,38772,8,20231022-11:07:46.758,269.0,0,0,,,
send,00000346,2,BAC,310.0,64.0,2,NewOrderSingle,20231022-11:07:46.626,38845,,,,,,,,
send,00000347,1,BAC,4838.0,45.0,2,NewOrderSingle,20231022-11:07:46.628,38846,,,,,,,,
receive,00000269,,,,,,Unknown order id,,NONE,9,20231022-11:07:46.759,270.0,8,,00000136,,
receive,00000270,2,BAC,4159.0,0.0,1,,,38773,8,20231022-11:07:46.759,271.0,0,0,,,
receive,00000271,2,BAC,3110.0,0.0,1,,,38774,8,20231022-11:07:46.759,272.0,0,0,,,
send,00000348,2,BAC,8465.0,79.0,2,NewOrderSingle,20231022-11:07:46.630,38847,,,,,,,,
receive,00000272,3,MSFT,8930.0,0.0,1,,,38775,8,20231022-11:07:46.760,273.0,0,0,,,
receive,00000273,2,AAPL,7683.0,275.0,2,,,38776,8,20231022-11:07:46.760,274.0,0,0,,,
send,00000349,1,MSFT,3392.0,317.0,2,NewOrderSingle,20231022-11:07:46.634,38848,,,,,,,,
receive,00000274,2,MSFT,7360.0,0.0,1,,,38777,8,20231022-11:07:46.760,275.0,0,0,,,
send,00000350,1,AAPL,9102.0,127.0,2,NewOrderSingle,20231022-11:07:46.636,38849,,,,,,,,
send,00000351,2,MSFT,7303.0,394.0,2,NewOrderSingle,20231022-11:07:46.637,38850,,,,,,,,
receive,00000275,3,MSFT,2711.0,397.0,2,,,38778,8,20231022-11:07:46.769,276.0,0,0,,,
send,00000352,2,BAC,6808.0,42.0,1,NewOrderSingle,20231022-11:07:46.638,38851,,,,,,,,
send,00000353,2,BAC,3717.0,99.0,1,NewOrderSingle,20231022-11:07:46.640,38852,,,,,,,,
receive,00000276,1,AAPL,6927.0,200.0,2,,,38779,8,20231022-11:07:46.770,277.0,0,0,,,
send,00000354,1,BAC,9967.0,34.0,1,NewOrderSingle,20231022-11:07:46.641,38853,,,,,,,,
receive,00000277,3,AAPL,1825.0,202.0,2,,,38780,8,20231022-11:07:46.770,278.0,0,0,,,
send,00000355,1,BAC,819.0,8.0,2,NewOrderSingle,20231022-11:07:46.642,38854,,,,,,,,
receive,00000278,2,AAPL,3178.0,0.0,1,,,38781,8,20231022-11:07:46.771,279.0,0,0,,,
send,00000356,1,BAC,7152.0,62.0,2,NewOrderSingle,20231022-11:07:46.644,38855,,,,,,,,
receive,00000279,1,BAC,5565.0,88.0,2,,,38782,8,20231022-11:07:46.771,280.0,0,0,,,
send,00000357,3,AAPL,243.0,276.0,1,NewOrderSingle,20231022-11:07:46.646,,,,,,,,,
receive,00000280,1,MSFT,6490.0,0.0,1,,,38783,8,20231022-11:07:46.771,281.0,0,0,,,
send,00000358,3,MSFT,6988.0,144.0,1,NewOrderSingle,20231022-11:07:46.648,38857,,,,,,,,
receive,00000281,1,BAC,2305.0,0.0,1,,,38784,8,20231022-11:07:46.772,282.0,0,0,,,
send,00000359,2,MSFT,4388.0,370.0,1,NewOrderSingle,20231022-11:07:46.650,38858,,,,,,,,
receive,00000282,2,AAPL,4956.0,211.0,2,,,38785,8,20231022-11:07:46.780,283.0,0,0,,,
send,00000360,3,MSFT,9524.0,225.0,2,NewOrderSingle,20231022-11:07:46.651,38859,,,,,,,,
receive,00000283,,,,,,Unknown order id,,NONE,9,20231022-11:07:46.780,284.0,8,,00000256,,
send,00000361,3,AAPL,2648.0,107.0,1,NewOrderSingle,20231022-11:07:46.653,38860,,,,,,,,
receive,00000284,3,BAC,2369.0,60.0,2,,,38786,8,20231022-11:07:46.780,285.0,0,0,,,
send,00000362,1,BAC,4288.0,43.0,1,NewOrderSingle,20231022-11:07:46.655,38861,,,,,,,,
send,00000363,2,AAPL,9763.0,253.0,1,NewOrderSingle,20231022-11:07:46.657,38862,,,,,,,,
receive,00000285,1,AAPL,4018.0,0.0,1,,,38787,8,20231022-11:07:46.781,286.0,0,0,,,
send,00000364,2,MSFT,8984.0,256.0,1,NewOrderSingle,20231022-11:07:46.658,38863,,,,,,,,
receive,00000286,1,BAC,2925.0,43.0,2,,,38788,8,20231022-11:07:46.781,287.0,0,0,,,
send,00000365,1,MSFT,8677.0,253.0,2,NewOrderSingle,20231022-11:07:46.659,38864,,,,,,,,
receive,00000287,,,,,,Unlucky,,,8,20231022-11:07:46.782,288.0,8,8,,,
send,00000366,1,AAPL,2594.0,282.0,1,NewOrderSingle,20231022-11:07:46.661,38865,,,,,,,,
receive,00000288,1,BAC,4372.0,8.0,2,,,38790,8,20231022-11:07:46.782,289.0,0,0,,,
send,00000367,2,AAPL,364.0,163.0,1,NewOrderSingle,20231022-11:07:46.663,38866,,,,,,,,
receive,00000289,1,AAPL,2448.0,0.0,1,,,38791,8,20231022-11:07:46.791,290.0,0,0,,,
send,00000368,1,BAC,,,,OrderCancelRequest,20231022-11:07:46.381,38707,,,,,,00000203,,
receive,00000290,1,AAPL,5035.0,0.0,1,,,38792,8,20231022-11:07:46.792,291.0,0,0,,,
send,00000369,2,BAC,2442.0,82.0,2,NewOrderSingle,20231022-11:07:46.666,38867,,,,,,,,
send,00000370,1,BAC,677.0,35.0,1,NewOrderSingle,20231022-11:07:46.668,38868,,,,,,,,
send,00000371,1,BAC,2757.0,29.0,1,NewOrderSingle,20231022-11:07:46.669,38869,,,,,,,,
receive,00000291,1,AAPL,6069.0,137.0,2,,,38793,8,20231022-11:07:46.792,292.0,0,0,,,
receive,00000292,1,AAPL,9197.0,0.0,1,,,38794,8,20231022-11:07:46.792,293.0,0,0,,,
send,00000372,1,BAC,7574.0,23.0,1,NewOrderSingle,20231022-11:07:46.670,38870,,,,,,,,
receive,00000293,1,AAPL,1217.0,201.0,2,,,38795,8,20231022-11:07:46.793,294.0,0,0,,,
send,00000373,1,BAC,5267.0,86.0,2,NewOrderSingle,20231022-11:07:46.672,38871,,,,,,,,
receive,00000294,1,MSFT,4736.0,375.0,2,,,38796,8,20231022-11:07:46.793,295.0,0,0,,,
send,00000374,3,AAPL,1713.0,102.0,1,NewOrderSingle,20231022-11:07:46.674,,,,,,,,,
receive,00000295,2,MSFT,8496.0,128.0,2,,,38797,8,20231022-11:07:46.802,296.0,0,0,,,
send,00000375,3,BAC,4200.0,31.0,2,NewOrderSingle,20231022-11:07:46.676,38873,,,,,,,,
receive,00000296,2,BAC,8442.0,0.0,1,,,38798,8,20231022-11:07:46.802,297.0,0,0,,,
send,00000376,1,AAPL,,,,OrderCancelRequest,20231022-11:07:46.575,,,,,,,00000316,,
receive,00000297,3,MSFT,9853.0,153.0,2,,,38799,8,20231022-11:07:46.803,298.0,0,0,,,
send,00000377,3,AAPL,5784.0,122.0,1,NewOrderSingle,20231022-11:07:46.679,38874,,,,,,,,
receive,00000298,,,,,,Unknown order id,,NONE,9,20231022-11:07:46.803,299.0,8,,00000227,,
send,00000378,2,MSFT,2464.0,357.0,1,NewOrderSingle,20231022-11:07:46.681,38875,,,,,,,,
send,00000379,1,AAPL,334.0,206.0,1,NewOrderSingle,20231022-11:07:46.683,38876,,,,,,,,
receive,00000299,3,AAPL,2460.0,262.0,2,,,38800,8,20231022-11:07:46.803,300.0,0,0,,,
send,00000380,3,BAC,6187.0,27.0,2,NewOrderSingle,20231022-11:07:46.684,38877,,,,,,,,
receive,00000300,1,AAPL,7254.0,109.0,2,,,38801,8,20231022-11:07:46.813,301.0,0,0,,,
send,00000381,3,MSFT,9448.0,220.0,2,NewOrderSingle,20231022-11:07:46.686,38878,,,,,,,,
receive,00000301,1,BAC,2837.0,29.0,2,,,38802,8,20231022-11:07:46.813,302.0,0,0,,,
send,00000382,2,BAC,9182.0,33.0,1,NewOrderSingle,20231022-11:07:46.688,,,,,,,,,
send,00000383,3,BAC,408.0,4.0,2,NewOrderSingle,20231022-11:07:46.690,38880,,,,,,,,
receive,00000302,3,BAC,9152.0,0.0,1,,,38803,8,20231022-11:07:46.814,303.0,0,0,,,
send,00000384,1,MSFT,4646.0,307.0,2,NewOrderSingle,20231022-11:07:46.691,38881,,,,,,,,
send,00000385,3,MSFT,3264.0,186.0,1,NewOrderSingle,20231022-11:07:46.692,38882,,,,,,,,
receive,00000303,1,AAPL,3222.0,125.0,2,,,38804,8,20231022-11:07:46.814,304.0,0,0,,,
send,00000386,1,AAPL,2636.0,152.0,1,NewOrderSingle,20231022-11:07:46.693,38883,,,,,,,,
receive,00000304,2,MSFT,1160.0,185.0,2,,,38805,8,20231022-11:07:46.814,305.0,0,0,,,
send,00000387,1,BAC,5929.0,55.0,1,NewOrderSingle,20231022-11:07:46.694,38884,,,,,,,,
receive,00000305,1,AAPL,9136.0,0.0,1,,,38806,8,20231022-11:07:46.815,306.0,0,0,,,
receive,00000306,3,BAC,5389.0,0.0,1,,,38807,8,20231022-11:07:46.815,307.0,0,0,,,
send,00000388,1,BAC,3094.0,30.0,1,NewOrderSingle,20231022-11:07:46.697,,,,,,,,,
receive,00000307,3,MSFT,8186.0,385.0,2,,,38808,8,20231022-11:07:46.824,308.0,0,0,,,
receive,00000308,,,,,,Unknown order id,,NONE,9,20231022-11:07:46.824,309.0,8,,00000150,,
send,00000389,1,MSFT,8144.0,283.0,1,NewOrderSingle,20231022-11:07:46.699,38886,,,,,,,,
receive,00000309,1,BAC,48.0,35.0,2,,,38809,8,20231022-11:07:46.824,310.0,0,0,,,
send,00000390,1,MSFT,1429.0,289.0,2,NewOrderSingle,20231022-11:07:46.702,38887,,,,,,,,
receive,00000310,1,AAPL,1070.0,249.0,2,,,38810,8,20231022-11:07:46.825,311.0,0,0,,,
receive,00000311,1,BAC,4144.0,88.0,2,,,38811,8,20231022-11:07:46.825,312.0,0,0,,,
send,00000391,3,AAPL,5868.0,218.0,2,NewOrderSingle,20231022-11:07:46.704,38888,,,,,,,,
send,00000392,3,BAC,2550.0,5.0,2,NewOrderSingle,20231022-11:07:46.706,38889,,,,,,,,
receive,00000312,1,AAPL,7377.0,125.0,2,,,38812,8,20231022-11:07:46.825,313.0,0,0,,,
receive,00000313,1,MSFT,8661.0,165.0,2,,,38813,8,20231022-11:07:46.835,314.0,0,0,,,
send,00000393,3,AAPL,9346.0,155.0,1,NewOrderSingle,20231022-11:07:46.708,38890,,,,,,,,
receive,00000314,3,AAPL,3877.0,0.0,1,,,38814,8,20231022-11:07:46.835,315.0,0,0,,,
send,00000394,3,BAC,5635.0,77.0,1,NewOrderSingle,20231022-11:07:46.710,,,,,,,,,
receive,00000315,1,MSFT,1084.0,0.0,1,,,38815,8,20231022-11:07:46.836,316.0,0,0,,,
send,00000395,1,MSFT,7789.0,303.0,1,NewOrderSingle,20231022-11:07:46.712,38892,,,,,,,,
receive,00000316,1,AAPL,2183.0,0.0,1,,,38816,8,20231022-11:07:46.836,317.0,0,0,,,
send,00000396,3,BAC,2836.0,30.0,2,NewOrderSingle,20231022-11:07:46.713,38893,,,,,,,,
receive,00000317,1,BAC,8996.0,0.0,1,,,38817,8,20231022-11:07:46.836,318.0,0,0,,,
send,00000397,1,AAPL,1351.0,167.0,2,NewOrderSingle,20231022-11:07:46.715,38894,,,,,,,,
receive,00000318,1,BAC,603.0,70.0,2,,,38818,8,20231022-11:07:46.837,319.0,0,0,,,
send,00000398,2,BAC,3565.0,35.0,2,NewOrderSingle,20231022-11:07:46.717,38895,,,,,,,,
receive,00000319,2,BAC,7709.0,76.0,2,,,38819,8,20231022-11:07:46.837,320.0,0,0,,,
send,00000399,2,MSFT,7727.0,181.0,1,NewOrderSingle,20231022-11:07:46.719,38896,,,,,,,,
receive,00000320,,,,,,Unknown order id,,NONE,9,20231022-11:07:46.845,321.0,8,,00000202,,
send,00000400,3,AAPL,4196.0,170.0,1,NewOrderSingle,20231022-11:07:46.720,38897,,,,,,,,
receive,00000321,2,BAC,1609.0,78.0,2,,,38820,8,20231022-11:07:46.845,322.0,0,0,,,
send,00000401,1,MSFT,5655.0,283.0,1,NewOrderSingle,20231022-11:07:46.723,38898,,,,,,,,
receive,00000322,3,AAPL,461.0,0.0,1,,,38821,8,20231022-11:07:46.846,323.0,0,0,,,
send,00000402,2,MSFT,,,,OrderCancelRequest,20231022-11:07:46.307,38665,,,,,,00000159,,
receive,00000323,,,,,,Unlucky,,,8,20231022-11:07:46.846,324.0,8,8,,,
receive,00000324,1,AAPL,3245.0,0.0,1,,,38823,8,20231022-11:07:46.846,325.0,0,0,,,
send,00000403,2,MSFT,9739.0,147.0,2,NewOrderSingle,20231022-11:07:46.725,38899,,,,,,,,
receive,00000325,3,BAC,7261.0,0.0,1,,,38824,8,20231022-11:07:46.847,326.0,0,0,,,
send,00000404,2,BAC,2241.0,92.0,2,NewOrderSingle,20231022-11:07:46.728,38900,,,,,,,,
receive,00000326,3,BAC,4719.0,0.0,1,,,38825,8,20231022-11:07:46.847,327.0,0,0,,,
send,00000405,3,MSFT,9177.0,290.0,1,NewOrderSingle,20231022-11:07:46.730,,,,,,,,,
send,00000406,1,BAC,9690.0,7.0,2,NewOrderSingle,20231022-11:07:46.732,38902,,,,,,,,
receive,00000327,2,AAPL,3568.0,216.0,2,,,38826,8,20231022-11:07:46.856,328.0,0,0,,,
send,00000407,3,BAC,1306.0,13.0,2,NewOrderSingle,20231022-11:07:46.733,38903,,,,,,,,
receive,00000328,3,MSFT,6429.0,110.0,2,,,38827,8,20231022-11:07:46.856,329.0,0,0,,,
send,00000408,1,BAC,2973.0,91.0,1,NewOrderSingle,20231022-11:07:46.735,38904,,,,,,,,
receive,00000329,3,MSFT,3537.0,0.0,1,,,38828,8,20231022-11:07:46.857,330.0,0,0,,,
send,00000409,2,MSFT,,,,OrderCancelRequest,20231022-11:07:46.307,38665,,,,,,00000159,,
receive,00000330,3,BAC,6257.0,56.0,2,,,38829,8,20231022-11:07:46.857,331.0,0,0,,,
send,00000410,1,AAPL,9705.0,226.0,1,NewOrderSingle,20231022-11:07:46.738,38905,,,,,,,,
receive,00000331,1,AAPL,8415.0,0.0,1,,,38830,8,20231022-11:07:46.857,332.0,0,0,,,
send,00000411,3,AAPL,4182.0,207.0,2,NewOrderSingle,20231022-11:07:46.740,38906,,,,,,,,
send,00000412,2,AAPL,5874.0,110.0,2,NewOrderSingle,20231022-11:07:46.741,38907,,,,,,,,
send,00000413,1,BAC,4418.0,70.0,1,NewOrderSingle,20231022-11:07:46.742,38908,,,,,,,,
receive,00000332,,,,,,Unlucky,,,8,20231022-11:07:46.857,333.0,8,8,,,
send,00000414,2,AAPL,2034.0,201.0,2,NewOrderSingle,20231022-11:07:46.743,38909,,,,,,,,
receive,00000333,2,MSFT,8838.0,0.0,1,,,38832,8,20231022-11:07:46.867,334.0,0,0,,,
send,00000415,3,BAC,880.0,64.0,2,NewOrderSingle,20231022-11:07:46.744,38910,,,,,,,,
receive,00000334,3,BAC,5657.0,0.0,1,,,38833,8,20231022-11:07:46.867,335.0,0,0,,,
send,00000416,1,MSFT,8316.0,191.0,2,NewOrderSingle,20231022-11:07:46.746,38911,,,,,,,,
receive,00000335,1,BAC,8544.0,0.0,1,,,38834,8,20231022-11:07:46.868,336.0,0,0,,,
receive,00000336,1,MSFT,1007.0,0.0,1,,,38835,8,20231022-11:07:46.868,337.0,0,0,,,
send,00000417,1,AAPL,732.0,285.0,2,NewOrderSingle,20231022-11:07:46.749,38912,,,,,,,,
receive,00000337,2,BAC,2458.0,89.0,2,,,38836,8,20231022-11:07:46.869,338.0,0,0,,,
send,00000418,1,AAPL,4901.0,285.0,2,NewOrderSingle,20231022-11:07:46.751,38913,,,,,,,,
receive,00000338,1,BAC,8155.0,0.0,1,,,38837,8,20231022-11:07:46.877,339.0,0,0,,,
send,00000419,2,MSFT,117.0,265.0,2,NewOrderSingle,20231022-11:07:46.752,38914,,,,,,,,
receive,00000339,,,,,,Unlucky,,,8,20231022-11:07:46.878,340.0,8,8,,,
send,00000420,1,MSFT,9878.0,397.0,2,NewOrderSingle,20231022-11:07:46.755,38915,,,,,,,,
receive,00000340,,,,,,Unlucky,,,8,20231022-11:07:46.878,341.0,8,8,,,
send,00000421,1,AAPL,6713.0,112.0,1,NewOrderSingle,20231022-11:07:46.756,38916,,,,,,,,
receive,00000341,2,MSFT,8569.0,0.0,1,,,38840,8,20231022-11:07:46.879,342.0,0,0,,,
send,00000422,1,BAC,6038.0,84.0,2,NewOrderSingle,20231022-11:07:46.758,38917,,,,,,,,
receive,00000342,3,AAPL,5543.0,0.0,1,,,38841,8,20231022-11:07:46.879,343.0,0,0,,,
send,00000423,1,BAC,5943.0,35.0,1,NewOrderSingle,20231022-11:07:46.760,38918,,,,,,,,
receive,00000343,1,MSFT,3764.0,0.0,1,,,38842,8,20231022-11:07:46.880,344.0,0,0,,,
send,00000424,3,AAPL,965.0,174.0,1,NewOrderSingle,20231022-11:07:46.762,38919,,,,,,,,
receive,00000344,1,BAC,1680.0,0.0,1,,,38843,8,20231022-11:07:46.888,345.0,0,0,,,
send,00000425,1,BAC,6968.0,64.0,2,NewOrderSingle,20231022-11:07:46.764,,,,,,,,,
receive,00000345,1,AAPL,2503.0,0.0,1,,,38844,8,20231022-11:07:46.889,346.0,0,0,,,
send,00000426,1,AAPL,8080.0,265.0,2,NewOrderSingle,20231022-11:07:46.766,38921,,,,,,,,
receive,00000346,2,BAC,310.0,64.0,2,,,38845,8,20231022-11:07:46.889,347.0,0,0,,,
send,00000427,3,BAC,1535.0,27.0,1,NewOrderSingle,20231022-11:07:46.768,38922,,,,,,,,
receive,00000347,1,BAC,4838.0,45.0,2,,,38846,8,20231022-11:07:46.890,348.0,0,0,,,
send,00000428,2,AAPL,125.0,193.0,1,NewOrderSingle,20231022-11:07:46.770,38923,,,,,,,,
receive,00000348,2,BAC,8465.0,79.0,2,,,38847,8,20231022-11:07:46.890,349.0,0,0,,,
send,00000429,1,MSFT,8624.0,222.0,2,NewOrderSingle,20231022-11:07:46.772,,,,,,,,,
send,00000430,3,AAPL,6355.0,235.0,1,NewOrderSingle,20231022-11:07:46.773,38925,,,,,,,,
receive,00000349,1,MSFT,3392.0,317.0,2,,,38848,8,20231022-11:07:46.899,350.0,0,0,,,
send,00000431,1,MSFT,6813.0,126.0,1,NewOrderSingle,20231022-11:07:46.775,38926,,,,,,,,
receive,00000350,1,AAPL,9102.0,127.0,2,,,38849,8,20231022-11:07:46.899,351.0,0,0,,,
send,00000432,1,MSFT,4526.0,327.0,2,NewOrderSingle,20231022-11:07:46.776,38927,,,,,,,,
receive,00000351,2,MSFT,7303.0,394.0,2,,,38850,8,20231022-11:07:46.899,352.0,0,0,,,
send,00000433,3,AAPL,7705.0,263.0,1,NewOrderSingle,20231022-11:07:46.778,38928,,,,,,,,
send,00000434,3,AAPL,8680.0,247.0,1,NewOrderSingle,20231022-11:07:46.779,38929,,,,,,,,
receive,00000352,2,BAC,6808.0,0.0,1,,,38851,8,20231022-11:07:46.900,353.0,0,0,,,
send,00000435,1,BAC,9454.0,77.0,2,NewOrderSingle,20231022-11:07:46.780,38930,,,,,,,,
receive,00000353,2,BAC,3717.0,0.0,1,,,38852,8,20231022-11:07:46.900,354.0,0,0,,,
send,00000436,3,AAPL,7471.0,200.0,2,NewOrderSingle,20231022-11:07:46.782,38931,,,,,,,,
receive,00000354,1,BAC,9967.0,0.0,1,,,38853,8,20231022-11:07:46.900,355.0,0,0,,,
send,00000437,2,AAPL,6912.0,272.0,2,NewOrderSingle,20231022-11:07:46.784,38932,,,,,,,,
receive,00000355,1,BAC,819.0,8.0,2,,,38854,8,20231022-11:07:46.901,356.0,0,0,,,
send,00000438,3,MSFT,7064.0,309.0,1,NewOrderSingle,20231022-11:07:46.786,38933,,,,,,,,
receive,00000356,1,BAC,7152.0,62.0,2,,,38855,8,20231022-11:07:46.909,357.0,0,0,,,
send,00000439,2,AAPL,8748.0,271.0,2,NewOrderSingle,20231022-11:07:46.787,38934,,,,,,,,
receive,00000357,,,,,,Unlucky,,,8,20231022-11:07:46.910,358.0,8,8,,,
receive,00000358,3,MSFT,6988.0,0.0,1,,,38857,8,20231022-11:07:46.910,359.0,0,0,,,
send,00000440,3,BAC,1630.0,10.0,2,NewOrderSingle,20231022-11:07:46.789,38935,,,,,,,,
receive,00000359,2,MSFT,4388.0,0.0,1,,,38858,8,20231022-11:07:46.910,360.0,0,0,,,
send,00000441,1,AAPL,2079.0,187.0,1,NewOrderSingle,20231022-11:07:46.791,38936,,,,,,,,
receive,00000360,3,MSFT,9524.0,225.0,2,,,38859,8,20231022-11:07:46.911,361.0,0,0,,,
send,00000442,1,AAPL,,,,OrderCancelRequest,20231022-11:07:46.599,38830,,,,,,00000331,,
receive,00000361,3,AAPL,2648.0,0.0,1,,,38860,8,20231022-11:07:46.911,362.0,0,0,,,
send,00000443,3,BAC,3731.0,36.0,2,NewOrderSingle,20231022-11:07:46.795,38937,,,,,,,,
receive,00000362,1,BAC,4288.0,0.0,1,,,38861,8,20231022-11:07:46.920,363.0,0,0,,,
send,00000444,3,AAPL,9316.0,297.0,1,NewOrderSingle,20231022-11:07:46.797,38938,,,,,,,,
receive,00000363,2,AAPL,9763.0,0.0,1,,,38862,8,20231022-11:07:46.921,364.0,0,0,,,
send,00000445,1,AAPL,3100.0,141.0,1,NewOrderSingle,20231022-11:07:46.799,38939,,,,,,,,
receive,00000364,2,MSFT,8984.0,0.0,1,,,38863,8,20231022-11:07:46.921,365.0,0,0,,,
send,00000446,1,MSFT,,,,OrderCancelRequest,20231022-11:07:46.329,,,,,,,00000171,,
send,00000447,3,AAPL,7330.0,122.0,2,NewOrderSingle,20231022-11:07:46.802,38940,,,,,,,,
receive,00000365,1,MSFT,8677.0,253.0,2,,,38864,8,20231022-11:07:46.922,366.0,0,0,,,
send,00000448,3,BAC,9286.0,11.0,2,NewOrderSingle,20231022-11:07:46.803,38941,,,,,,,,
receive,00000366,1,AAPL,2594.0,0.0,1,,,38865,8,20231022-11:07:46.922,367.0,0,0,,,
send,00000449,1,BAC,7470.0,2.0,2,NewOrderSingle,20231022-11:07:46.804,38942,,,,,,,,
receive,00000367,2,AAPL,364.0,0.0,1,,,38866,8,20231022-11:07:46.923,368.0,0,0,,,
send,00000450,1,AAPL,6646.0,165.0,1,NewOrderSingle,20231022-11:07:46.807,38943,,,,,,,,
receive,00000368,,,,,,Unknown order id,,NONE,9,20231022-11:07:46.923,369.0,8,,00000203,,
send,00000451,3,MSFT,7648.0,141.0,2,NewOrderSingle,20231022-11:07:46.808,38944,,,,,,,,
receive,00000369,2,BAC,2442.0,82.0,2,,,38867,8,20231022-11:07:46.931,370.0,0,0,,,
send,00000452,2,MSFT,6408.0,235.0,1,NewOrderSingle,20231022-11:07:46.809,38945,,,,,,,,
send,00000453,1,AAPL,3513.0,193.0,1,NewOrderSingle,20231022-11:07:46.811,38946,,,,,,,,
receive,00000370,1,BAC,677.0,0.0,1,,,38868,8,20231022-11:07:46.931,371.0,0,0,,,
send,00000454,2,AAPL,3700.0,170.0,1,NewOrderSingle,20231022-11:07:46.812,38947,,,,,,,,
receive,00000371,1,BAC,2757.0,0.0,1,,,38869,8,20231022-11:07:46.931,372.0,0,0,,,
send,00000455,1,AAPL,4171.0,180.0,2,NewOrderSingle,20231022-11:07:46.814,38948,,,,,,,,
send,00000456,3,MSFT,7962.0,265.0,1,NewOrderSingle,20231022-11:07:46.816,38949,,,,,,,,
receive,00000372,1,BAC,7574.0,0.0,1,,,38870,8,20231022-11:07:46.931,373.0,0,0,,,
send,00000457,1,AAPL,467.0,211.0,1,NewOrderSingle,20231022-11:07:46.817,38950,,,,,,,,
receive,00000373,1,BAC,5267.0,86.0,2,,,38871,8,20231022-11:07:46.932,374.0,0,0,,,
receive,00000374,,,,,,Unlucky,,,8,20231022-11:07:46.932,375.0,8,8,,,
send,00000458,1,AAPL,9807.0,130.0,2,NewOrderSingle,20231022-11:07:46.819,38951,,,,,,,,
send,00000459,1,MSFT,1796.0,152.0,1,NewOrderSingle,20231022-11:07:46.821,38952,,,,,,,,
receive,00000375,3,BAC,4200.0,31.0,2,,,38873,8,20231022-11:07:46.942,376.0,0,0,,,
send,00000460,2,MSFT,8279.0,323.0,1,NewOrderSingle,20231022-11:07:46.822,38953,,,,,,,,
receive,00000376,,,,,,Unknown order id,,NONE,9,20231022-11:07:46.942,377.0,8,,00000316,,
send,00000461,3,BAC,3922.0,93.0,2,NewOrderSingle,20231022-11:07:46.823,,,,,,,,,
receive,00000377,3,AAPL,5784.0,0.0,1,,,38874,8,20231022-11:07:46.942,378.0,0,0,,,
send,00000462,1,AAPL,4934.0,176.0,1,NewOrderSingle,20231022-11:07:46.825,38955,,,,,,,,
receive,00000378,2,MSFT,2464.0,0.0,1,,,38875,8,20231022-11:07:46.942,379.0,0,0,,,
send,00000463,3,MSFT,7051.0,302.0,1,NewOrderSingle,20231022-11:07:46.827,38956,,,,,,,,
send,00000464,1,MSFT,1692.0,207.0,1,NewOrderSingle,20231022-11:07:46.829,38957,,,,,,,,
receive,00000379,1,AAPL,334.0,0.0,1,,,38876,8,20231022-11:07:46.943,380.0,0,0,,,
send,00000465,3,AAPL,9562.0,115.0,2,NewOrderSingle,20231022-11:07:46.831,38958,,,,,,,,
receive,00000380,3,BAC,6187.0,27.0,2,,,38877,8,20231022-11:07:46.943,381.0,0,0,,,
send,00000466,1,BAC,9770.0,53.0,1,NewOrderSingle,20231022-11:07:46.833,38959,,,,,,,,
receive,00000381,3,MSFT,9448.0,220.0,2,,,38878,8,20231022-11:07:46.944,382.0,0,0,,,
send,00000467,3,MSFT,958.0,382.0,1,NewOrderSingle,20231022-11:07:46.835,38960,,,,,,,,
send,00000468,2,MSFT,7195.0,112.0,1,NewOrderSingle,20231022-11:07:46.838,,,,,,,,,
receive,00000382,,,,,,Unlucky,,,8,20231022-11:07:46.953,383.0,8,8,,,
send,00000469,3,BAC,7169.0,56.0,2,NewOrderSingle,20231022-11:07:46.840,38962,,,,,,,,
receive,00000383,3,BAC,408.0,4.0,2,,,38880,8,20231022-11:07:46.953,384.0,0,0,,,
send,00000470,3,MSFT,7593.0,192.0,1,NewOrderSingle,20231022-11:07:46.841,38963,,,,,,,,
send,00000471,1,MSFT,2023.0,325.0,1,NewOrderSingle,20231022-11:07:46.844,38964,,,,,,,,
receive,00000384,1,MSFT,4646.0,307.0,2,,,38881,8,20231022-11:07:46.954,385.0,0,0,,,
send,00000472,1,BAC,7491.0,58.0,1,NewOrderSingle,20231022-11:07:46.846,38965,,,,,,,,
send,00000473,1,MSFT,5484.0,383.0,2,NewOrderSingle,20231022-11:07:46.847,38966,,,,,,,,
send,00000474,2,BAC,8248.0,58.0,1,NewOrderSingle,20231022-11:07:46.848,38967,,,,,,,,
receive,00000385,3,MSFT,3264.0,0.0,1,,,38882,8,20231022-11:07:46.954,386.0,0,0,,,
receive,00000386,1,AAPL,2636.0,0.0,1,,,38883,8,20231022-11:07:46.954,387.0,0,0,,,
send,00000475,3,BAC,2984.0,78.0,2,NewOrderSingle,20231022-11:07:46.850,38968,,,,,,,,
receive,00000387,1,BAC,5929.0,0.0,1,,,38884,8,20231022-11:07:46.955,388.0,0,0,,,
send,00000476,2,AAPL,5047.0,194.0,2,NewOrderSingle,20231022-11:07:46.852,38969,,,,,,,,
